Country,Year,Emission,Category
Ireland,2005,47952.20439,Carbon Dioxide 
Ireland,2004,46042.40225,Carbon Dioxide 
Ireland,2003,45554.32252,Carbon Dioxide 
Ireland,2002,45952.73017,Carbon Dioxide 
Ireland,2001,47482.72078,Carbon Dioxide 
Ireland,2000,45123.33544,Carbon Dioxide 
Ireland,1999,42302.08786,Carbon Dioxide 
Ireland,1998,40572.17586,Carbon Dioxide 
Ireland,1997,38675.59402,Carbon Dioxide 
Ireland,1996,37335.10811,Carbon Dioxide 
Ireland,1995,35718.74856,Carbon Dioxide 
Ireland,1994,34696.48573,Carbon Dioxide 
Ireland,1993,33574.97174,Carbon Dioxide 
Ireland,1992,33344.10238,Carbon Dioxide 
Ireland,1991,33508.44202,Carbon Dioxide 
Ireland,1990,32768.52676,Carbon Dioxide 
Italy,2014,342826.6771,Carbon Dioxide 
Italy,2013,362063.6493,Carbon Dioxide 
Italy,2012,389340.7634,Carbon Dioxide 
Italy,2011,416499.5342,Carbon Dioxide 
Italy,2010,428879.6812,Carbon Dioxide 
Italy,2009,418881.0769,Carbon Dioxide 
Italy,2008,467933.5932,Carbon Dioxide 
Italy,2007,478237.7112,Carbon Dioxide 
Italy,2006,486594.0666,Carbon Dioxide 
Italy,2005,490914.2629,Carbon Dioxide 
Italy,2004,492746.2556,Carbon Dioxide 
Italy,2003,489595.5081,Carbon Dioxide 
Italy,2002,473504.0592,Carbon Dioxide 
Italy,2001,471124.2767,Carbon Dioxide 
Italy,2000,465175.0734,Carbon Dioxide 
Italy,1999,459840.6423,Carbon Dioxide 
Italy,1998,454967.6332,Carbon Dioxide 
Italy,1997,444055.4335,Carbon Dioxide 
Italy,1996,440235.5072,Carbon Dioxide 
Italy,1995,447201.1688,Carbon Dioxide 
Italy,1994,421404.0999,Carbon Dioxide 
Italy,1993,429158.0092,Carbon Dioxide 
Italy,1992,435535.8351,Carbon Dioxide 
Italy,1991,435938.6139,Carbon Dioxide 
Italy,1990,436204.2499,Carbon Dioxide 
Japan,2014,1265490.609,Carbon Dioxide 
Japan,2013,1311509.149,Carbon Dioxide 
Japan,2012,1296186.358,Carbon Dioxide 
Japan,2011,1261862.938,Carbon Dioxide 
Japan,2010,1212970.225,Carbon Dioxide 
Japan,2009,1162606.192,Carbon Dioxide 
Japan,2008,1235455.81,Carbon Dioxide 
Japan,2007,1319799.194,Carbon Dioxide 
Japan,2006,1285177.837,Carbon Dioxide 
Japan,2005,1305938.824,Carbon Dioxide 
Japan,2004,1298433.888,Carbon Dioxide 
Japan,2003,1299490.609,Carbon Dioxide 
Japan,2002,1294399.198,Carbon Dioxide 
Japan,2001,1257384.56,Carbon Dioxide 
Japan,2000,1274297.988,Carbon Dioxide 
Japan,1999,1253082.147,Carbon Dioxide 
Japan,1998,1218257.762,Carbon Dioxide 
Japan,1997,1253057.307,Carbon Dioxide 
Japan,1996,1255264.198,Carbon Dioxide 
Japan,1995,1242494.022,Carbon Dioxide 
Japan,1994,1228936.691,Carbon Dioxide 
Japan,1993,1167714.718,Carbon Dioxide 
Japan,1992,1174619.006,Carbon Dioxide 
Japan,1991,1164474.346,Carbon Dioxide 
Japan,1990,1155993.62,Carbon Dioxide 
Latvia,2014,7158.718037,Carbon Dioxide 
Latvia,2013,7353.220444,Carbon Dioxide 
Latvia,2012,7521.122528,Carbon Dioxide 
Latvia,2011,7807.65941,Carbon Dioxide 
Latvia,2010,8524.087227,Carbon Dioxide 
Latvia,2009,7443.286011,Carbon Dioxide 
Latvia,2008,8184.971247,Carbon Dioxide 
Latvia,2007,8610.255397,Carbon Dioxide 
Latvia,2006,8289.206678,Carbon Dioxide 
Latvia,2005,7790.403932,Carbon Dioxide 
Latvia,2004,7709.460762,Carbon Dioxide 
Latvia,2003,7703.771508,Carbon Dioxide 
Latvia,2002,7508.743242,Carbon Dioxide 
Latvia,2001,7480.502607,Carbon Dioxide 
Latvia,2000,7069.94204,Carbon Dioxide 
Latvia,1999,7709.049993,Carbon Dioxide 
Latvia,1998,8300.595278,Carbon Dioxide 
Latvia,1997,8677.545811,Carbon Dioxide 
Latvia,1996,9216.383988,Carbon Dioxide 
Latvia,1995,9141.353517,Carbon Dioxide 
Latvia,1994,10399.14113,Carbon Dioxide 
Latvia,1993,11966.14551,Carbon Dioxide 
Latvia,1992,14244.65339,Carbon Dioxide 
Latvia,1991,18021.19524,Carbon Dioxide 
Latvia,1990,19794.29445,Carbon Dioxide 
Liechtenstein,2014,161.5418167,Carbon Dioxide 
Liechtenstein,2013,192.8644158,Carbon Dioxide 
Liechtenstein,2012,185.6324314,Carbon Dioxide 
Liechtenstein,2011,177.0880402,Carbon Dioxide 
Liechtenstein,2010,191.0475017,Carbon Dioxide 
Liechtenstein,2009,205.5905437,Carbon Dioxide 
Liechtenstein,2008,219.6989155,Carbon Dioxide 
